id,time,latitude,longitude,mag,magType,place,type,status,locationSource,state
tx2022ggoi,2022-03-30 23:15:54.178000+00:00,31.67136023,-104.3900289,2.6,ml,"55 km S of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
ak02243km654,2022-03-30 23:15:45.845000+00:00,66.0474,-150.9767,0.9,ml,"70 km NNW of Rampart, Alaska",earthquake,reviewed,ak,US-AK
nc71127544,2022-03-30 23:15:13.090000+00:00,38.7578333,-122.7148333,-0.03,md,"3km SW of Anderson Springs, CA",earthquake,reviewed,nc,US-CA
nc73712426,2022-03-30 23:13:32.260000+00:00,38.847,-122.826,0.02,md,"9km WNW of Cobb, CA",earthquake,reviewed,nc,US-CA
hv72968007,2022-03-30 22:58:55.750000+00:00,19.1871662139893,-155.376327514648,1.97000003,md,"10 km E of P?hala, Hawaii",earthquake,automatic,hv,US-HI
nn00836382,2022-03-30 22:57:13.664000+00:00,37.9752,-117.9201,1.4,ml,"35 km NW of Silver Peak, Nevada",earthquake,automatic,nn,US-NV
nc73712421,2022-03-30 22:51:36.960000+00:00,38.8036652,-122.7754974,0.35,md,"3km NNW of The Geysers, CA",earthquake,automatic,nc,US-CA
pr71342763,2022-03-30 22:46:54.850000+00:00,18.0198333333333,-67.044,1.51,md,"3 km SSE of Lajas, Puerto Rico",earthquake,reviewed,pr,US-PR
us7000gzm7,2022-03-30 22:41:25.007000+00:00,-22.646,170.3013,4.4,mb,"277 km ESE of Tadine, New Caledonia",earthquake,reviewed,us,
ak02243k5udn,2022-03-30 22:39:28.438000+00:00,59.305,-152.7365,1.1,ml,"46 km W of Nanwalek, Alaska",earthquake,reviewed,ak,US-AK
nc73712416,2022-03-30 22:36:23.950000+00:00,38.8344994,-122.8043365,0.85,md,"7km W of Cobb, CA",earthquake,automatic,nc,US-CA
ci39982151,2022-03-30 22:28:29.940000+00:00,36.4265,-118.0265,1.8,ml,"16km N of Olancha, CA",earthquake,reviewed,ci,US-CA
us7000gyjp,2022-03-30 22:28:09.892000+00:00,-22.656,170.1439,4.6,mb,"263 km ESE of Tadine, New Caledonia",earthquake,reviewed,us,
ak02243k3ala,2022-03-30 22:27:38.721000+00:00,63.2505,-149.3651,1.0,ml,"26 km SW of Cantwell, Alaska",earthquake,reviewed,ak,US-AK
nc73712411,2022-03-30 22:23:11.930000+00:00,38.8246651,-122.8584976,0.8,md,"10km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
nc73712406,2022-03-30 22:22:50.700000+00:00,38.816,-122.798,0.35,md,"6km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
ak02243jz006,2022-03-30 22:07:34.346000+00:00,57.4872,-154.9244,1.4,ml,"29 km WSW of Karluk, Alaska",earthquake,reviewed,ak,US-AK
ok2022ggma,2022-03-30 22:06:10.990000+00:00,35.4135,-97.88833333,1.8,ml,"5 km ENE of Union City, Oklahoma",earthquake,reviewed,ok,US-OK
us6000hkqn,2022-03-30 22:00:07.268000+00:00,50.5939,-170.8876,2.9,ml,"291 km SE of Atka, Alaska",earthquake,reviewed,us,
ak02243jnkp3,2022-03-30 21:54:05.009000+00:00,57.4998,-154.9416,1.9,ml,"Kodiak Island region, Alaska",earthquake,reviewed,ak,US-AK
nn00839399,2022-03-30 21:44:04.987000+00:00,39.9805,-119.5769,0.8,ml,"3 km NNE of Sutcliffe, Nevada",earthquake,reviewed,nn,US-NV
pr71342758,2022-03-30 21:40:33.030000+00:00,17.824,-66.8683333333333,2.1,md,"16 km SSE of Guánica, Puerto Rico",earthquake,reviewed,pr,US-PR
hv72967917,2022-03-30 21:39:24.390000+00:00,19.4143333333333,-155.608166666667,0.64,md,"27 km NNW of P?hala, Hawaii",earthquake,reviewed,hv,US-HI
ak02243jjqxg,2022-03-30 21:36:19.405000+00:00,62.7096,-143.3187,0.8,ml,"32 km E of Slana, Alaska",earthquake,reviewed,ak,US-AK
ak02243jj51x,2022-03-30 21:33:55.462000+00:00,61.0389,-148.0857,1.2,ml,"43 km NE of Whittier, Alaska",earthquake,reviewed,ak,US-AK
tx2022ggky,2022-03-30 21:33:10.031000+00:00,31.66730781,-104.5111082,2.3,ml,"57 km SSW of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
us7000gzm4,2022-03-30 21:32:27.795000+00:00,-22.4476,170.2668,4.2,mb,"265 km ESE of Tadine, New Caledonia",earthquake,reviewed,us,
uu60487997,2022-03-30 21:32:10.540000+00:00,44.6731667,-110.663,0.46,md,"33 km S of Mammoth, Wyoming",earthquake,reviewed,uu,US-WY
ak02243jiosd,2022-03-30 21:31:24.942000+00:00,64.0228,-151.6978,2.2,ml,"33 km ENE of Lake Minchumina, Alaska",earthquake,reviewed,ak,US-AK
pr71342753,2022-03-30 21:28:44.350000+00:00,17.838,-66.88,2.32,md,"15 km SSE of Guánica, Puerto Rico",earthquake,reviewed,pr,US-PR
nn00836369,2022-03-30 21:26:49.670000+00:00,37.9834,-117.9039,1.5,ml,"34 km NW of Silver Peak, Nevada",earthquake,reviewed,nn,US-NV
ci39982087,2022-03-30 21:24:32.270000+00:00,33.0018333,-116.0768333,0.89,ml,"16km SSE of Ocotillo Wells, CA",quarry blast,reviewed,ci,US-CA
ak02243jgiz9,2022-03-30 21:21:15.816000+00:00,62.6648,-150.5339,1.2,ml,"22 km NNE of Petersville, Alaska",earthquake,reviewed,ak,US-AK
ak02243jfvlt,2022-03-30 21:18:13.774000+00:00,60.1118,-152.8071,1.2,ml,"62 km WNW of Happy Valley, Alaska",earthquake,reviewed,ak,US-AK
us7000gzm3,2022-03-30 21:13:48.959000+00:00,23.4368,121.5333,4.4,mb,"60 km S of Hualien City, Taiwan",earthquake,reviewed,us,TW-HUA
us7000gyj7,2022-03-30 21:13:25.053000+00:00,-22.7097,169.9408,4.4,mb,"248 km ESE of Tadine, New Caledonia",earthquake,reviewed,us,
us7000gzma,2022-03-30 21:12:16.307000+00:00,-55.3962,-29.12,4.3,mb,South Sandwich Islands region,earthquake,reviewed,us,
uw61817747,2022-03-30 21:10:56.480000+00:00,49.24583333333333,-120.50616666666669,1.69,md,"23 km S of Princeton, Canada",explosion,reviewed,uw,CA-BC
uu60487992,2022-03-30 21:10:03.410000+00:00,39.4213333,-110.3175,1.52,md,"15 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
nn00836357,2022-03-30 21:05:17.191000+00:00,39.9787,-119.5704,2.6,ml,"4 km NE of Sutcliffe, Nevada",earthquake,reviewed,nn,US-NV
us6000hkqj,2022-03-30 21:03:12.111000+00:00,51.1363,-178.1945,2.8,ml,"135 km SW of Adak, Alaska",earthquake,reviewed,us,
ak02243j32wd,2022-03-30 20:58:43.500000+00:00,65.0183,-147.1455,0.6,ml,"17 km NNW of Two Rivers, Alaska",explosion,reviewed,ak,US-AK
us7000gyj0,2022-03-30 20:56:58.105000+00:00,-22.666,170.3659,6.9,mww,"284 km ESE of Tadine, New Caledonia",earthquake,reviewed,us,
ci39982047,2022-03-30 20:55:09.170000+00:00,35.675,-117.5548333,1.82,ml,"12km ENE of Ridgecrest, CA",earthquake,reviewed,ci,US-CA
hv72967867,2022-03-30 20:55:05.750000+00:00,19.1531658172607,-155.487167358398,1.79999995,md,"5 km S of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ak02243j27ng,2022-03-30 20:54:36.308000+00:00,62.9289,-143.9928,0.7,ml,"11 km W of Mentasta Lake, Alaska",earthquake,reviewed,ak,US-AK
nc73712376,2022-03-30 20:52:17.670000+00:00,38.5255,-122.5898333,1.19,md,"6km S of Calistoga, CA",earthquake,reviewed,nc,US-CA
nc73712371,2022-03-30 20:51:43.170000+00:00,38.7791672,-122.7444992,1.11,md,"1km ENE of The Geysers, CA",earthquake,automatic,nc,US-CA
nn00836355,2022-03-30 20:50:33.153000+00:00,38.1654,-117.9642,1.5,ml,"28 km SSE of Mina, Nevada",earthquake,reviewed,nn,US-NV
ak02243j15zd,2022-03-30 20:49:50.489000+00:00,60.2149,-152.598,1.1,ml,"54 km WNW of Ninilchik, Alaska",earthquake,reviewed,ak,US-AK
ak02243ixasu,2022-03-30 20:31:46.066000+00:00,59.0146,-149.863,1.8,ml,"Kenai Peninsula, Alaska",earthquake,reviewed,ak,
nn00836349,2022-03-30 20:30:35.839000+00:00,37.9678,-117.9043,1.9,ml,"33 km NW of Silver Peak, Nevada",earthquake,reviewed,nn,US-NV
nc73712366,2022-03-30 20:26:40.080000+00:00,38.7885017,-122.7668304,0.46,md,"2km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
ak02243ivkjl,2022-03-30 20:23:39.599000+00:00,62.6574,-149.3478,0.9,ml,"45 km ENE of Chase, Alaska",earthquake,reviewed,ak,US-AK
nn00836342,2022-03-30 20:02:52.803000+00:00,39.9851,-119.5783,1.4,ml,"4 km NNE of Sutcliffe, Nevada",earthquake,reviewed,nn,US-NV
nc73712356,2022-03-30 20:01:44.800000+00:00,36.8938333,-121.619,1.48,md,"2km ENE of Aromas, CA",quarry blast,reviewed,nc,US-CA
ak02243iht19,2022-03-30 19:59:17.679000+00:00,67.9566,-154.541,1.5,ml,"118 km WSW of Anaktuvuk Pass, Alaska",earthquake,reviewed,ak,US-AK
pr71342748,2022-03-30 19:58:19.390000+00:00,17.9126666666667,-66.8108333333333,2.0,md,"9 km S of Indios, Puerto Rico",earthquake,reviewed,pr,US-PR
ak02243ifv2u,2022-03-30 19:50:11.057000+00:00,61.3162,-147.0234,1.3,ml,"41 km WNW of Valdez, Alaska",earthquake,reviewed,ak,US-AK
pr71342733,2022-03-30 19:49:14.440000+00:00,18.0335,-66.826,1.85,md,"2 km E of Yauco, Puerto Rico",earthquake,reviewed,pr,US-PR
ak02243ifapy,2022-03-30 19:47:55.920000+00:00,63.3966,-150.1486,1.2,ml,"59 km W of Cantwell, Alaska",earthquake,reviewed,ak,US-AK
us7000gzm1,2022-03-30 19:47:06.197000+00:00,43.6845,-105.3094,3.2,ml,"16 km ESE of Wright, Wyoming",mining explosion,reviewed,us,US-WY
ak02243ietyh,2022-03-30 19:45:37.746000+00:00,61.7387,-149.7613,0.9,ml,"12 km NNE of Houston, Alaska",earthquake,reviewed,ak,US-AK
ci39982015,2022-03-30 19:39:10.590000+00:00,36.1831667,-118.005,1.08,ml,"11km S of Olancha, CA",earthquake,reviewed,ci,US-CA
ci37407484,2022-03-30 19:38:55.640000+00:00,35.8615,-117.6775,0.12,ml,"22km ESE of Little Lake, CA",earthquake,reviewed,ci,US-CA
uw61817667,2022-03-30 19:38:07.650000+00:00,47.156666666666666,-121.839,1.1,ml,"12 km ESE of Enumclaw, Washington",explosion,reviewed,uw,US-WA
ak02243icnvq,2022-03-30 19:35:17.585000+00:00,62.647,-152.1403,1.4,ml,"72 km WNW of Petersville, Alaska",earthquake,reviewed,ak,US-AK
ak02243ic0j7,2022-03-30 19:32:14.310000+00:00,62.6392,-152.1608,1.1,ml,"73 km WNW of Petersville, Alaska",earthquake,reviewed,ak,US-AK
tx2022gggm,2022-03-30 19:18:36.263000+00:00,31.75611336,-104.6160063,2.6,ml,"51 km SSW of Whites City, New Mexico",earthquake,reviewed,tx,US-TX
ci39981983,2022-03-30 19:17:38.620000+00:00,34.2641667,-117.9536667,0.82,ml,"13km N of Bradbury, CA",earthquake,reviewed,ci,US-CA
ak02243i7xmc,2022-03-30 19:13:12.064000+00:00,61.7496,-147.5171,1.0,ml,"9 km SE of Glacier View, Alaska",earthquake,reviewed,ak,US-AK
ak02243i73vs,2022-03-30 19:09:25.967000+00:00,59.813,-153.0585,1.4,ml,"58 km E of Pedro Bay, Alaska",earthquake,reviewed,ak,US-AK
mb80541814,2022-03-30 19:09:13.280000+00:00,46.0078333,-112.4575,1.72,ml,"5 km E of Butte, Montana",quarry blast,reviewed,mb,US-MT
ak02243i60r0,2022-03-30 19:04:20.670000+00:00,57.7379,-138.567,2.9,ml,"141 km WSW of Elfin Cove, Alaska",earthquake,reviewed,ak,
av91053278,2022-03-30 18:55:49.340000+00:00,54.5698333333333,-163.305833333333,0.77,ml,"32 km SSE of False Pass, Alaska",earthquake,reviewed,av,US-AK
ci39981975,2022-03-30 18:52:21.790000+00:00,34.992,-118.1931667,1.11,ml,"7km SSW of Mojave, CA",quarry blast,reviewed,ci,US-CA
us7000gyi0,2022-03-30 18:51:56.117000+00:00,-20.8154,-175.7576,4.8,mb,"67 km WNW of Haveluloto, Tonga",earthquake,reviewed,us,
ak02243hr7c3,2022-03-30 18:35:05.482000+00:00,60.1586,-141.0451,1.2,ml,"100 km NW of Yakutat, Alaska",earthquake,reviewed,ak,US-AK
ak02243hqnpi,2022-03-30 18:32:51.263000+00:00,51.4806,-178.6467,1.8,ml,"145 km WSW of Adak, Alaska",earthquake,reviewed,ak,US-AK
ci39981967,2022-03-30 18:18:39.510000+00:00,34.2033333,-116.831,1.04,ml,"7km SSE of Big Bear City, CA",earthquake,reviewed,ci,US-CA
ak02243hmzld,2022-03-30 18:15:39.058000+00:00,69.5187,-144.8818,1.9,ml,"83 km SW of Kaktovik, Alaska",earthquake,reviewed,ak,US-AK
ak02243hmb2h,2022-03-30 18:12:21.211000+00:00,52.7596,-168.6617,2.0,ml,"24 km SE of Nikolski, Alaska",earthquake,reviewed,ak,US-AK
nn00836388,2022-03-30 18:10:53.327000+00:00,41.9536,-119.5619,1.6,ml,Nevada,earthquake,reviewed,nn,US-NV
ci39981959,2022-03-30 18:10:05.800000+00:00,35.5928333,-117.5165,-0.05,ml,"15km ESE of Ridgecrest, CA",earthquake,reviewed,ci,US-CA
ak02243hlng2,2022-03-30 18:09:14.818000+00:00,64.4361,-146.7396,0.6,ml,"9 km NW of Harding-Birch Lakes, Alaska",earthquake,reviewed,ak,US-AK
ak02243hlbe1,2022-03-30 18:07:58.818000+00:00,51.833,-177.3738,1.8,ml,"51 km W of Adak, Alaska",earthquake,reviewed,ak,US-AK
us7000gzm0,2022-03-30 18:06:32.994000+00:00,11.766,144.5201,4.5,mb,"166 km S of Merizo Village, Guam",earthquake,reviewed,us,
us7000gyhg,2022-03-30 18:01:34.452000+00:00,38.5206,14.7334,4.3,mb,"8 km WSW of Leni, Italy",earthquake,reviewed,us,
nc73712351,2022-03-30 18:00:23.180000+00:00,38.8230019,-122.8538361,0.36,md,"10km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
mb80541849,2022-03-30 17:59:25.600000+00:00,46.2913333,-111.6265,1.43,ml,"8 km WSW of Townsend, Montana",quarry blast,reviewed,mb,US-MT
nc73712346,2022-03-30 17:58:04.050000+00:00,38.8343315,-122.8206635,0.85,md,"8km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
ak02243h7h26,2022-03-30 17:43:00.465000+00:00,59.5865,-152.9953,1.3,ml,"66 km WNW of Nanwalek, Alaska",earthquake,reviewed,ak,US-AK
ak02243h7hxb,2022-03-30 17:42:47.217000+00:00,59.9179,-139.5231,1.5,ml,"42 km NNE of Yakutat, Alaska",ice quake,reviewed,ak,US-AK
ci39981935,2022-03-30 17:39:47.850000+00:00,33.5216667,-116.4455,0.44,ml,"20km SW of La Quinta, CA",earthquake,reviewed,ci,US-CA
ak02243h6aqm,2022-03-30 17:37:51.986000+00:00,54.5891,-163.2957,1.9,ml,"30 km SSE of False Pass, Alaska",earthquake,reviewed,ak,US-AK
ci39981927,2022-03-30 17:26:02.010000+00:00,33.4191667,-116.3703333,1.3,ml,"18km N of Borrego Springs, CA",earthquake,reviewed,ci,US-CA
av91053268,2022-03-30 17:22:05.520000+00:00,54.5638333333333,-163.34,0.85,ml,"32 km S of False Pass, Alaska",earthquake,reviewed,av,US-AK
hv72967652,2022-03-30 17:21:59.120000+00:00,19.2156658172607,-155.408004760742,2.01999998,md,"7 km E of P?hala, Hawaii",earthquake,automatic,hv,US-HI
ak02243h1ywn,2022-03-30 17:17:32.397000+00:00,61.1342,-146.5431,0.9,ml,"10 km W of Valdez, Alaska",earthquake,reviewed,ak,US-AK
nn00836336,2022-03-30 17:15:55.527000+00:00,38.1538,-117.9544,2.0,ml,"29 km SSE of Mina, Nevada",earthquake,reviewed,nn,US-NV
ci39981911,2022-03-30 17:15:39.670000+00:00,33.4611667,-116.5808333,0.55,ml,"14km SE of Anza, CA",earthquake,reviewed,ci,US-CA
nc73712331,2022-03-30 17:14:55.470000+00:00,38.7605019,-122.7278366,0.88,md,"3km SE of The Geysers, CA",earthquake,automatic,nc,US-CA
hv72967642,2022-03-30 17:13:17.850000+00:00,19.166166305542,-155.512329101562,1.78999996,md,"5 km SW of P?hala, Hawaii",earthquake,automatic,hv,US-HI
uw61817557,2022-03-30 17:09:24.510000+00:00,49.352,-120.72283333333333,2.05,md,"19 km SW of Princeton, Canada",explosion,reviewed,uw,CA-BC
ci39981903,2022-03-30 17:08:13.210000+00:00,33.4846667,-116.5571667,0.32,ml,"13km SE of Anza, CA",earthquake,reviewed,ci,US-CA
nc73712326,2022-03-30 17:07:46.040000+00:00,38.8206673,-122.809166,0.89,md,"7km NW of The Geysers, CA",earthquake,automatic,nc,US-CA
us7000gzly,2022-03-30 17:03:21.286000+00:00,-34.0962,-178.4691,4.5,mb,south of the Kermadec Islands,earthquake,reviewed,us,
us7000gyfm,2022-03-30 17:01:35.522000+00:00,-16.9303,-177.2691,4.3,mb,Fiji region,earthquake,reviewed,us,
uw61502073,2022-03-30 17:01:15.060000+00:00,43.7185,-121.241,-0.5,md,"21 km ESE of Three Rivers, Oregon",earthquake,reviewed,uw,US-OR
ak02243gybes,2022-03-30 17:00:26.638000+00:00,62.3884,-151.1646,1.0,ml,"23 km WSW of Petersville, Alaska",earthquake,reviewed,ak,US-AK
nc73712321,2022-03-30 16:53:28.070000+00:00,38.8051667,-122.781,0.26,md,"4km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
ak02243gmrkj,2022-03-30 16:46:38.911000+00:00,58.4288,-142.5368,1.9,ml,"203 km SW of Yakutat, Alaska",earthquake,reviewed,ak,
uu60487967,2022-03-30 16:32:44.940000+00:00,39.4175,-110.3038333,1.43,ml,"16 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
nn00839184,2022-03-30 16:31:31.840000+00:00,38.2303,-118.3366,0.0,ml,"26 km SW of Mina, Nevada",earthquake,reviewed,nn,US-NV
av91525906,2022-03-30 16:30:37.280000+00:00,52.1193333333333,-175.656,0.98,ml,"72 km ENE of Adak, Alaska",earthquake,reviewed,av,US-AK
us7000gyfe,2022-03-30 16:30:07.124000+00:00,-25.67,-70.0138,4.4,mb,"55 km ESE of Taltal, Chile",earthquake,reviewed,us,CL-AN
nc73712316,2022-03-30 16:26:30.580000+00:00,38.8078333,-122.822,0.42,md,"7km WNW of The Geysers, CA",earthquake,reviewed,nc,US-CA
av91053258,2022-03-30 16:25:10.590000+00:00,51.8641666666667,-177.828166666667,-0.1,ml,"82 km W of Adak, Alaska",earthquake,reviewed,av,US-AK
us7000gyfc,2022-03-30 16:00:58.820000+00:00,13.9532,-91.936,5.3,mww,"37 km S of Champerico, Guatemala",earthquake,reviewed,us,
av91053253,2022-03-30 16:00:13.290000+00:00,53.398,-168.1485,0.41,ml,"69 km NE of Nikolski, Alaska",earthquake,reviewed,av,US-AK
av91053248,2022-03-30 16:00:04.650000+00:00,53.3676666666667,-168.1785,0.78,ml,"66 km NE of Nikolski, Alaska",earthquake,reviewed,av,US-AK
ak02243fzmag,2022-03-30 15:38:39.428000+00:00,62.9849,-150.6187,1.3,ml,"54 km N of Petersville, Alaska",earthquake,reviewed,ak,US-AK
ak02243fyxkf,2022-03-30 15:35:19.192000+00:00,59.6145,-152.6409,1.0,ml,"49 km WSW of Anchor Point, Alaska",earthquake,reviewed,ak,US-AK
ak02243fy2lh,2022-03-30 15:31:17.702000+00:00,63.1854,-151.294,1.0,ml,"45 km SSE of Denali National Park, Alaska",earthquake,reviewed,ak,US-AK
av91053243,2022-03-30 15:26:28.640000+00:00,53.4448333333333,-168.0395,-1.1,ml,"78 km NE of Nikolski, Alaska",earthquake,reviewed,av,US-AK
hv72967592,2022-03-30 15:25:02.830000+00:00,19.4268333333333,-155.609166666667,0.91,md,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,reviewed,hv,US-HI
ak02243fw57h,2022-03-30 15:22:18.531000+00:00,63.3472,-149.7266,1.1,ml,"39 km W of Cantwell, Alaska",earthquake,reviewed,ak,US-AK
ak02243fvbnl,2022-03-30 15:18:35.868000+00:00,61.0652,-151.3982,1.2,ml,Southern Alaska,earthquake,reviewed,ak,US-AK
hv72967582,2022-03-30 15:08:17.710000+00:00,19.142,-155.5925,2.51,md,"8 km NNE of Wai‘?hinu, Hawaii",earthquake,reviewed,hv,US-HI
uw61817532,2022-03-30 15:04:09.120000+00:00,46.91666666666666,-121.92966666666666,-0.03,md,"19 km NNE of Ashford, Washington",earthquake,reviewed,uw,US-WA
av91053238,2022-03-30 15:02:09.190000+00:00,53.4061666666667,-168.201333333333,-0.4,ml,"68 km NE of Nikolski, Alaska",earthquake,reviewed,av,US-AK
us6000hkp7,2022-03-30 15:00:25.586000+00:00,51.5617,178.855,2.5,ml,"Rat Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,US-AK
ok2022gfxy,2022-03-30 15:00:05.919000+00:00,35.41483333,-97.86816667,2.12,ml,"7 km ENE of Union City, Oklahoma",earthquake,reviewed,ok,US-OK
ak02243fi05r,2022-03-30 14:56:21.756000+00:00,60.0706,-152.7224,1.6,ml,"56 km WNW of Happy Valley, Alaska",earthquake,reviewed,ak,US-AK
hv72967572,2022-03-30 14:49:57.130000+00:00,19.2674999237061,-155.440994262695,1.83000004,md,"8 km NNE of P?hala, Hawaii",earthquake,automatic,hv,US-HI
nn00836318,2022-03-30 14:42:53.266000+00:00,37.1641,-117.3745,1.8,ml,"61 km WNW of Beatty, Nevada",earthquake,reviewed,nn,US-NV
av91053233,2022-03-30 14:34:59.040000+00:00,58.2931666666667,-154.855833333333,-0.57,ml,"84 km NNW of Karluk, Alaska",earthquake,reviewed,av,US-AK
us7000gyeq,2022-03-30 14:30:18.986000+00:00,0.1344,124.5125,4.2,mb,"134 km SSW of Tomohon, Indonesia",earthquake,reviewed,us,ID-SA
us7000gyep,2022-03-30 14:21:26.861000+00:00,23.7003,121.5421,4.1,mb,"31 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,TW-HUA
ak02243fai99,2022-03-30 14:21:21.825000+00:00,61.2035,-146.9621,1.2,ml,"34 km WNW of Valdez, Alaska",ice quake,reviewed,ak,US-AK
ak02243f9xbe,2022-03-30 14:18:52.960000+00:00,61.6914,-151.7591,1.3,ml,"38 km SSW of Skwentna, Alaska",earthquake,reviewed,ak,US-AK
hv72967522,2022-03-30 14:16:56.830000+00:00,19.2024993896484,-155.395492553711,2.13000011,md,"8 km E of P?hala, Hawaii",earthquake,automatic,hv,US-HI
pr71342723,2022-03-30 14:10:45.840000+00:00,18.6856666666667,-67.4543333333333,3.08,md,"42 km NW of Aguadilla, Puerto Rico",earthquake,reviewed,pr,
ci39981815,2022-03-30 14:06:48.370000+00:00,35.747,-117.588,0.96,ml,"16km NNE of Ridgecrest, CA",earthquake,reviewed,ci,US-CA
nn00836314,2022-03-30 14:02:52.354000+00:00,38.003,-117.8915,1.7,ml,"35 km NW of Silver Peak, Nevada",earthquake,reviewed,nn,US-NV
us7000gyei,2022-03-30 14:02:33.990000+00:00,11.598,140.8979,4.6,mb,"206 km NNE of Fais, Micronesia",earthquake,reviewed,us,
ak02243ewufp,2022-03-30 13:57:49.339000+00:00,51.5213,-177.5298,1.6,ml,"73 km WSW of Adak, Alaska",earthquake,reviewed,ak,US-AK
nc73712301,2022-03-30 13:56:44.360000+00:00,38.8043327,-122.7786636,0.35,md,"4km NNW of The Geysers, CA",earthquake,automatic,nc,US-CA
nc73712296,2022-03-30 13:52:58.400000+00:00,37.8895,-121.849,2.0,md,"9km NE of Blackhawk, CA",earthquake,reviewed,nc,US-CA
ci39981807,2022-03-30 13:51:39.830000+00:00,33.4881667,-116.553,0.69,ml,"13km ESE of Anza, CA",earthquake,reviewed,ci,US-CA
ci39981799,2022-03-30 13:48:30.350000+00:00,35.9468333,-117.6761667,0.77,ml,"21km E of Little Lake, CA",earthquake,reviewed,ci,US-CA
nc73712291,2022-03-30 13:47:09.510000+00:00,38.8223343,-122.7655029,0.45,md,"4km W of Cobb, CA",earthquake,automatic,nc,US-CA
uw61817512,2022-03-30 13:33:04.350000+00:00,46.19766666666666,-122.1935,0.23,ml,"37 km NNE of Amboy, Washington",earthquake,reviewed,uw,US-WA
pr71342718,2022-03-30 13:32:36.630000+00:00,18.0148333333333,-66.7205,2.54,md,"2 km NNW of Tallaboa, Puerto Rico",earthquake,reviewed,pr,US-PR
nc73712286,2022-03-30 13:22:35.550000+00:00,38.7963333,-122.7985001,0.77,md,"4km WNW of The Geysers, CA",earthquake,automatic,nc,US-CA
ak02243ep2u7,2022-03-30 13:21:25.751000+00:00,58.2264,-154.9443,1.2,ml,"78 km NNW of Karluk, Alaska",earthquake,reviewed,ak,US-AK
us7000gzlv,2022-03-30 13:16:33.174000+00:00,-60.3208,-28.7153,4.5,mb,South Sandwich Islands region,earthquake,reviewed,us,
nn00839397,2022-03-30 13:15:16.963000+00:00,39.087,-119.6951,-0.1,ml,"4 km NNE of Johnson Lane, Nevada",earthquake,reviewed,nn,US-NV
ak02243em1qo,2022-03-30 13:07:13.470000+00:00,60.5308,-148.304,1.4,ml,"34 km SE of Whittier, Alaska",earthquake,reviewed,ak,US-AK
ak02243ebkj5,2022-03-30 12:58:23.214000+00:00,61.71,-151.9338,1.2,ml,"42 km SW of Skwentna, Alaska",earthquake,reviewed,ak,US-AK
ak02243eas16,2022-03-30 12:54:55.790000+00:00,60.5055,-143.1427,1.2,ml,"104 km S of McCarthy, Alaska",earthquake,reviewed,ak,US-AK
ak02243eaixk,2022-03-30 12:53:35.928000+00:00,58.7293,-154.8704,1.4,ml,"79 km S of Kokhanok, Alaska",earthquake,reviewed,ak,US-AK
nn00839396,2022-03-30 12:51:44.416000+00:00,40.0619,-119.5854,0.6,ml,"12 km N of Sutcliffe, Nevada",earthquake,reviewed,nn,US-NV
nc73712281,2022-03-30 12:45:34.650000+00:00,38.8370018,-122.8006668,0.71,md,"7km WNW of Cobb, CA",earthquake,automatic,nc,US-CA
nc73712276,2022-03-30 12:38:18.800000+00:00,38.8263333,-122.7968333,0.42,md,"6km W of Cobb, CA",earthquake,reviewed,nc,US-CA
nc73712271,2022-03-30 12:37:15.180000+00:00,38.7886667,-122.7693333,0.14,md,"2km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
uw61817497,2022-03-30 12:35:37.570000+00:00,46.8835,-121.95683333333334,-0.24,md,"15 km NNE of Ashford, Washington",earthquake,reviewed,uw,US-WA
ok2022gftd,2022-03-30 12:34:17.230000+00:00,35.411,-97.866,1.91,ml,"7 km ENE of Union City, Oklahoma",earthquake,reviewed,ok,US-OK
us7000gye7,2022-03-30 12:28:35.486000+00:00,52.2277,92.7935,4.2,mb,"77 km W of Turan, Russia",earthquake,reviewed,us,RU-KYA
uw61817492,2022-03-30 12:23:10.410000+00:00,46.199666666666666,-122.19216666666668,0.01,ml,"37 km NNE of Amboy, Washington",earthquake,reviewed,uw,US-WA
ak02243e1zgg,2022-03-30 12:13:51.558000+00:00,61.6431,-146.3421,1.3,ml,"44 km SSE of Nelchina, Alaska",earthquake,reviewed,ak,US-AK
pr71342713,2022-03-30 12:06:20.080000+00:00,18.6083333333333,-66.7545,3.25,md,"14 km NNE of Carrizales, Puerto Rico",earthquake,reviewed,pr,US-PR
ak02243dz6ms,2022-03-30 12:00:45.409000+00:00,61.4929,-146.5735,1.4,ml,"42 km NNW of Valdez, Alaska",earthquake,reviewed,ak,US-AK
